koi_disposition,koi_score,koi_depth,koi_model_snr,koi_period,koi_duration,koi_prad,koi_srad,koi_kepmag,koi_teq
FALSE POSITIVE,0.0,186.6,15.2,0.760941405,1.773,1.18,0.87,15.855,1817.0
FALSE POSITIVE,0.409,536.9,11.7,137.665706,3.732,15.41,6.897,13.199,720.0
FALSE POSITIVE,,545.8,14.7,370.90237,10.558,1.97,0.847,14.83,238.0
FALSE POSITIVE,,397.0,8.2,321.55087,5.863,1.68,0.847,14.83,250.0
FALSE POSITIVE,0.0,71.8,9.1,1.54038914,1.683,0.84,0.989,14.753,1638.0
FALSE POSITIVE,0.0,8591.9,1134.3,71.76236302,29.435,25.76,2.817,12.045,665.0
CANDIDATE,0.571,225.9,12.1,16.3368863,3.597,1.27,0.859,15.05,642.0
CANDIDATE,1.0,921.7,12.9,1.63668262,1.907,103.99,3.739,16.494,2562.0
CANDIDATE,0.579,191.2,8.8,11.615625,2.233,2.84,1.453,15.162,905.0
CONFIRMED,0.947,150.2,14.0,110.978266,11.312,1.86,1.529,13.848,463.0
FALSE POSITIVE,0.0,43.8,17.4,0.952378454,3.892,1.46,1.375,13.541,2528.0
CONFIRMED,0.999,184.0,17.7,6.08003714,1.308,1.07,0.804,13.473,808.0
CONFIRMED,0.992,696.9,19.1,3.035206175,0.6182,3.59,0.873,15.556,1143.0
FALSE POSITIVE,0.0,807.8,13.3,358.96844,21.71,2.7,0.947,15.36,263.0
FALSE POSITIVE,0.0,116.1,27.9,2.21316437,3.874,0.95,0.83,14.4,1374.0
CANDIDATE,,687.0,13.5,173.2578372,2.027,117.29,1.162,14.201,376.0
FALSE POSITIVE,0.0,26.9,24.1,0.530967987,1.812,1.08,2.052,12.717,4196.0
CONFIRMED,0.974,193.1,9.5,6.30558387,2.619,2.52,1.756,15.056,1125.0
FALSE POSITIVE,0.0,182.0,13.3,4.2058608,7.39,1.14,0.839,15.892,1012.0
CANDIDATE,0.7,142.0,22.6,41.6757509,10.848,2.1,1.763,13.34,690.0
CANDIDATE,0.91,108.3,13.2,11.49589567,2.256,1.59,1.506,13.582,1057.0
FALSE POSITIVE,0.0,35.6,11.0,8.4803326,5.918,1.35,2.179,12.797,1390.0
CANDIDATE,0.868,133.8,15.3,0.609926502,1.2529,1.12,0.965,15.682,2141.0
FALSE POSITIVE,0.0,170.6,50.4,0.750744255,1.7921,17.07,0.937,13.941,2074.0
CONFIRMED,0.992,77.3,13.5,0.991659646,2.215,1.19,1.244,14.978,2102.0
CANDIDATE,0.999,163.3,8.0,8.4795266,6.052,1.18,0.931,15.994,865.0
CANDIDATE,0.99,291.0,17.2,49.4746966,10.46,1.62,0.928,14.955,498.0
FALSE POSITIVE,0.0,380.9,13.1,118.609553,22.74,2.86,0.792,15.133,299.0
CANDIDATE,0.936,130.9,12.5,1.62888267,1.72,0.92,0.811,15.295,1327.0
FALSE POSITIVE,0.0,79.4,21.9,0.616386349,0.8136,2.94,3.266,12.985,3552.0
CANDIDATE,0.528,226.8,12.6,1.920062587,1.437,1.12,0.741,15.686,1189.0
FALSE POSITIVE,,,,88.91323139,2.92,,,12.981,
FALSE POSITIVE,0.0,123.0,16.9,7.07162308,2.587,1.42,1.259,13.722,1162.0
CONFIRMED,0.992,68.1,17.4,6.96352699,3.192,1.4,1.686,13.128,1298.0
CONFIRMED,0.997,1213.9,27.4,64.2729088,12.136,5.38,1.299,15.589,554.0
CONFIRMED,0.931,63.2,15.3,3.4327371,4.001,0.75,0.881,13.583,1134.0
FALSE POSITIVE,0.0,93.2,10.4,13.8452726,2.555,2.34,2.324,12.632,1276.0
FALSE POSITIVE,0.0,130.3,14.4,0.687506554,1.441,8.73,7.906,12.467,4748.0
FALSE POSITIVE,0.0,24.9,26.4,0.566801617,2.75,0.88,1.693,12.528,3018.0
CANDIDATE,0.885,98.7,13.9,0.909127736,1.431,0.98,0.996,15.195,1818.0
FALSE POSITIVE,,107.0,15.2,371.63327,14.92,1.83,1.59,11.443,316.0
CONFIRMED,0.741,135.7,15.7,1.450889836,1.753,1.21,1.023,15.369,1700.0
CONFIRMED,0.994,310.9,16.0,5.72716067,2.23,1.4,0.796,15.311,794.0
FALSE POSITIVE,,462.4,7.7,407.59415,7.3,2.11,0.974,14.854,266.0
CANDIDATE,0.939,162.7,12.6,10.30148508,3.903,1.6,1.235,15.147,934.0
CANDIDATE,0.914,44.5,14.2,17.8007815,6.547,1.02,1.252,12.018,816.0
FALSE POSITIVE,,114.0,12.8,358.101884,6.393,0.95,0.856,11.678,242.0
CANDIDATE,0.907,66.3,9.5,1.717859841,0.908,1.45,1.732,13.228,2212.0
FALSE POSITIVE,,,,46.0771501,3.03,,,12.981,
FALSE POSITIVE,,,,42.62423329,1.47,,,12.981,
FALSE POSITIVE,0.0,265.4,20.3,0.447861451,0.8541,1.42,0.848,15.497,2263.0
CANDIDATE,0.979,366.8,11.8,7.3422467,2.029,1.6,0.839,15.486,837.0
CANDIDATE,0.935,40.5,10.5,8.1134681,4.961,0.92,1.409,13.55,1127.0
CONFIRMED,0.947,1820.5,26.0,3.036208739,0.9324,1.4,0.328,16.257,520.0
CONFIRMED,1.0,283.1,19.3,18.0541469,4.587,1.51,0.909,15.004,635.0
CANDIDATE,0.991,87.2,10.4,5.4675514,3.283,1.07,1.151,14.746,1078.0
FALSE POSITIVE,0.0,16445.0,1823.0,1.01530474,8.7622,64.77,1.44,13.647,2324.0
FALSE POSITIVE,0.84,1104.4,15.6,94.180473,7.345,4.17,1.0,14.848,478.0
CONFIRMED,0.996,277.2,15.2,1.538185321,1.683,1.29,0.723,15.329,1234.0
FALSE POSITIVE,0.0,56.7,24.0,1.332567643,4.284,0.62,0.79,14.15,1482.0
FALSE POSITIVE,0.0,43.7,15.3,1.089076495,2.274,0.75,1.079,13.938,2016.0
FALSE POSITIVE,0.002,85.9,23.8,1.662710314,1.83,2.16,2.244,13.97,2307.0
FALSE POSITIVE,0.044,252.6,6.4,472.071079,5.759,2.01,1.253,14.002,268.0
CANDIDATE,0.0,340.4,24.6,0.888478095,1.5312,1.51,0.806,15.85,1665.0
FALSE POSITIVE,0.0,69.7,13.8,2.18242002,4.103,0.7,0.786,14.897,1283.0
FALSE POSITIVE,0.0,975.6,96.8,0.503999678,0.5421,2.97,0.568,15.498,1605.0
FALSE POSITIVE,0.0,167.0,17.2,2.66588544,5.004,0.98,0.771,15.382,1041.0
CANDIDATE,,421.4,9.9,309.25581,10.72,2.18,1.057,14.205,287.0
CANDIDATE,0.754,229.0,14.1,2.44232399,1.921,1.1,0.738,15.849,1029.0
CONFIRMED,0.994,85.4,13.4,7.61758198,3.545,1.0,1.072,14.11,1020.0
FALSE POSITIVE,,29.9,9.6,41.477908,10.45,1.09,1.918,10.83,849.0
CANDIDATE,0.958,214.0,13.9,42.1003351,1.0834,1.42,0.82,11.965,466.0
CONFIRMED,0.995,59.8,14.3,2.20923119,2.392,0.84,1.092,13.764,1507.0
FALSE POSITIVE,,161.6,10.2,260.54832,15.52,1.35,1.04,13.533,318.0
FALSE POSITIVE,,656.2,11.8,370.47678,15.69,2.37,0.896,15.359,252.0
CONFIRMED,1.0,217.7,11.9,5.88350251,2.556,1.27,0.849,15.741,949.0
FALSE POSITIVE,0.0,64.1,13.5,0.662457501,1.527,8.3,2.16,12.721,3295.0
FALSE POSITIVE,0.0,127.0,14.4,1.33258458,3.222,1.25,1.086,15.865,1868.0
CANDIDATE,0.089,22.3,16.5,1.182862515,2.928,1.26,2.639,12.638,2800.0
CONFIRMED,0.146,97.0,17.6,0.539915033,1.1466,0.82,0.837,14.311,1871.0
FALSE POSITIVE,,1106.0,11.9,372.54353,21.83,74.14,0.836,15.662,226.0
CONFIRMED,0.951,87.9,12.0,2.20829637,2.841,1.36,1.454,15.201,1709.0
CONFIRMED,0.996,124.3,12.0,0.849906734,1.141,0.59,0.505,15.22,1139.0
CONFIRMED,0.998,163.4,18.8,26.6565737,4.954,4.15,3.062,13.263,903.0
CANDIDATE,0.125,33.9,12.0,4.4408541,8.083,1.74,3.062,13.263,1642.0
FALSE POSITIVE,,470.9,9.6,373.72257,14.21,67.13,1.008,14.808,262.0
CONFIRMED,0.998,97.6,12.5,8.18504859,4.673,0.93,0.906,14.686,892.0
FALSE POSITIVE,0.0,233.6,15.6,10.78438513,1.408,75.04,3.515,13.638,1397.0
CONFIRMED,1.0,71.2,11.2,10.42317343,2.341,1.07,1.135,13.455,901.0
FALSE POSITIVE,0.0,166.0,31.0,0.566804221,4.639,0.85,0.64,15.776,1737.0
FALSE POSITIVE,0.006,135.7,17.4,2.022658,3.343,1.15,0.967,15.572,1482.0
FALSE POSITIVE,,269.1,10.2,316.57747,14.64,1.47,0.898,15.246,255.0
CANDIDATE,1.0,73.4,10.0,1.8679943,1.087,0.7,0.815,14.185,1291.0
CANDIDATE,0.694,196.3,7.2,8.9172863,4.468,1.39,0.986,14.671,931.0
FALSE POSITIVE,0.0,226.2,25.4,0.519437968,2.129,20.48,1.006,15.421,2402.0
CANDIDATE,1.0,20.2,8.5,1.33807075,1.425,0.6,1.319,11.179,2008.0
FALSE POSITIVE,0.0,141.7,17.4,1.105095798,2.624,0.89,0.752,15.815,1445.0
FALSE POSITIVE,,375.9,10.1,245.01902,8.56,1.98,1.01,14.881,310.0
CONFIRMED,0.949,792.5,16.1,153.979362,9.028,2.53,0.903,15.672,330.0
FALSE POSITIVE,0.087,213.5,6.5,10.2239787,1.814,24.43,16.823,13.188,2364.0
CONFIRMED,0.917,480.1,16.4,56.4148314,8.075,2.9,1.112,15.212,535.0
FALSE POSITIVE,0.0,83.2,69.3,2.18079098,12.13,3.29,3.339,10.008,2767.0
CONFIRMED,0.974,109.0,15.5,20.9254083,6.783,1.26,1.21,13.966,729.0
CONFIRMED,0.905,106.8,12.5,13.0600399,2.851,0.8,0.769,13.942,630.0
FALSE POSITIVE,0.012,78.6,10.5,0.641069613,1.033,0.86,0.961,14.098,2196.0
FALSE POSITIVE,0.0,101.1,8.1,2.2430415,3.63,0.89,0.891,15.596,1344.0
FALSE POSITIVE,0.0,266.1,7.9,1.21475168,6.93,5.5,3.276,11.464,3302.0
CANDIDATE,0.999,71.7,14.0,17.3731821,3.36,1.31,1.54,12.677,901.0
CANDIDATE,0.972,130.5,15.0,1.97507424,2.61,1.08,0.947,15.276,1477.0
CONFIRMED,0.896,83.2,12.3,27.4784659,7.5,1.52,1.707,13.63,736.0
FALSE POSITIVE,,289.5,9.7,244.86662,10.56,1.46,0.848,14.462,273.0
FALSE POSITIVE,0.0,95.4,10.3,1.30627214,5.144,0.87,0.862,15.762,1490.0
FALSE POSITIVE,,95.4,7.1,62.366706,4.32,1.88,1.9,11.208,698.0
FALSE POSITIVE,0.0,96.9,13.8,0.933732791,3.056,0.9,0.927,14.812,1773.0
FALSE POSITIVE,,82.4,7.3,53.106597,2.914,2.2,2.343,11.159,860.0
FALSE POSITIVE,,790.6,11.1,360.15417,12.806,2.99,1.061,15.435,270.0
CANDIDATE,0.965,78.6,10.4,3.3879165,1.818,1.09,1.245,14.491,1336.0
FALSE POSITIVE,,59.5,11.8,1.42856815,2.132,0.64,0.822,14.766,1547.0
FALSE POSITIVE,,1702.0,13.8,381.850599,4.772,3.59,0.867,15.403,222.0
FALSE POSITIVE,1.0,80.3,16.6,10.81315417,1.275,1.46,1.46,11.487,1045.0
FALSE POSITIVE,0.0,618.7,10.8,359.08368,15.67,29.15,0.932,15.145,268.0
CANDIDATE,1.0,473.6,13.6,58.7488629,3.191,1.75,0.805,14.122,425.0
FALSE POSITIVE,0.0,116.5,12.8,3.74784374,3.658,1.08,0.996,15.13,1226.0
CANDIDATE,0.651,113.1,16.4,64.740274,15.082,1.35,1.177,13.219,518.0
CANDIDATE,0.898,35.1,10.7,5.38299284,3.336,0.78,1.293,12.642,1253.0
FALSE POSITIVE,0.0,111.6,13.8,1.71028117,2.61,0.91,0.855,15.422,1454.0
CANDIDATE,0.98,183.3,11.7,2.0481582,1.899,1.16,0.86,15.98,1346.0
CONFIRMED,0.934,567.7,11.9,140.251943,6.576,1.84,0.788,15.429,271.0
CANDIDATE,0.986,132.3,12.7,14.7179342,5.844,1.25,1.018,14.654,784.0
FALSE POSITIVE,0.0,174.4,13.9,0.570828503,0.915,0.54,0.388,15.068,986.0
FALSE POSITIVE,,1032.0,6.7,134.4665,5.27,2.48,0.791,15.126,280.0
FALSE POSITIVE,0.0,40.5,30.2,0.909314811,2.2053,0.99,1.447,12.73,2503.0
CONFIRMED,0.975,809.2,13.2,207.24785,6.159,1.56,0.553,15.142,189.0
FALSE POSITIVE,,334.5,11.0,186.55347,13.57,1.86,1.006,14.905,341.0
CONFIRMED,1.0,69.9,8.6,5.99078221,1.699,1.03,0.972,10.884,987.0
FALSE POSITIVE,0.0,90.7,6.9,14.0801852,3.402,1.04,1.089,12.966,798.0
CONFIRMED,0.493,509.5,14.4,2.440839436,0.968,21.29,0.698,15.877,986.0
CONFIRMED,0.991,57.0,11.4,23.6223571,6.852,1.07,1.393,13.341,797.0
CANDIDATE,1.0,138.5,10.8,19.2527652,4.862,1.24,1.046,14.851,740.0
FALSE POSITIVE,0.0,166.0,11.1,3.28931936,1.921,50.51,1.072,14.806,1364.0
FALSE POSITIVE,0.0,33.6,12.4,1.08195208,4.807,0.47,0.824,13.881,1526.0
FALSE POSITIVE,0.0,114.3,17.1,0.512583041,1.498,1.07,0.999,15.484,2363.0
CANDIDATE,0.427,207.8,15.2,219.20579,14.5,2.66,1.785,12.449,456.0
CONFIRMED,1.0,83.2,12.2,2.29794819,2.84,0.98,1.072,15.079,1547.0
FALSE POSITIVE,,476.2,11.2,368.11581,13.52,2.11,0.964,15.125,263.0
FALSE POSITIVE,,680.3,14.0,368.52466,11.9,3.05,1.137,15.484,288.0
CONFIRMED,1.0,76.5,24.4,4.54586982,1.756,0.65,0.721,8.717,868.0
CANDIDATE,0.98,85.1,7.3,3.48754109,1.811,0.72,0.783,14.371,988.0
FALSE POSITIVE,,54.9,19.8,0.542498653,4.257,2.25,2.954,10.326,5157.0
CANDIDATE,0.971,79.2,12.5,8.0772455,7.272,2.61,2.032,14.579,1228.0
CANDIDATE,,372.0,8.8,364.08733,14.09,1.39,0.727,14.816,211.0
FALSE POSITIVE,0.276,47.6,17.3,21.5819776,13.734,0.91,1.342,11.981,746.0
CANDIDATE,0.999,65.3,11.2,5.75651958,2.309,0.83,1.024,13.666,1089.0
CANDIDATE,0.98,308.4,12.3,91.95723,10.471,2.66,1.528,14.876,497.0
CANDIDATE,0.944,170.7,10.7,7.51731745,2.484,1.19,0.923,15.029,861.0
FALSE POSITIVE,,101.9,12.1,3.08723626,2.615,1.2,1.171,14.966,1451.0
FALSE POSITIVE,0.0,1546.4,100.4,0.592562969,3.0869,25.97,0.804,15.784,1967.0
CANDIDATE,1.0,257.3,15.3,44.6966177,10.532,2.46,1.518,14.875,637.0
CANDIDATE,0.965,112.5,10.4,8.5275894,2.959,1.28,1.193,14.765,1049.0
CANDIDATE,1.0,34.2,9.9,3.07714195,3.571,1.08,1.336,12.889,1493.0
CANDIDATE,1.0,243.0,10.9,3.83488354,2.026,1.2,0.775,15.972,1003.0
FALSE POSITIVE,0.0,117.4,11.1,31.97181,12.277,0.95,0.853,14.817,521.0
FALSE POSITIVE,0.003,76.3,9.5,5.81289843,3.979,0.93,1.041,14.51,1102.0
FALSE POSITIVE,,107.7,10.5,6.44173995,1.635,1.41,1.339,13.861,1175.0
FALSE POSITIVE,0.0,49.2,17.6,0.631106722,0.9942,0.63,0.898,13.572,1945.0
FALSE POSITIVE,,349.9,8.2,176.17377,14.58,1.76,0.937,15.601,323.0
CONFIRMED,0.944,239.8,13.0,114.336052,14.077,2.09,1.316,15.015,429.0
FALSE POSITIVE,0.0,308.0,97.5,0.63938062,1.2067,51.53,1.204,13.725,2566.0
CANDIDATE,0.972,104.6,13.3,8.8233996,6.735,1.13,1.121,14.598,929.0
FALSE POSITIVE,0.0,188.3,34.9,0.566801045,1.7499,1.42,0.982,14.498,2348.0
FALSE POSITIVE,,1653.0,97.8,0.992799002,3.4878,40.12,0.989,15.106,1933.0
CONFIRMED,0.997,196.8,15.9,1.5184181,2.842,1.85,1.269,14.118,1926.0
FALSE POSITIVE,0.0,104.8,15.4,0.96807117,1.677,0.72,0.687,15.247,1487.0
FALSE POSITIVE,0.0,23.3,11.4,3.55661906,5.396,0.72,1.458,12.84,1518.0
CANDIDATE,0.872,784.1,10.5,40.0691482,2.928,13.25,0.762,15.618,458.0
CANDIDATE,1.0,66.9,12.7,11.6933447,6.551,1.12,1.354,13.848,950.0
FALSE POSITIVE,0.0,4.5,11.8,0.56256804,1.686,0.63,2.773,9.121,5127.0
FALSE POSITIVE,,869.1,236.1,8.79991878,41.564,224.56,3.267,11.04,1979.0
CANDIDATE,0.998,85.2,10.8,4.02745396,1.33,0.98,1.041,13.685,1250.0
CANDIDATE,0.917,20.4,12.5,4.96061094,2.864,0.59,1.298,11.525,1272.0
FALSE POSITIVE,,777.0,11.6,349.03703,4.76,2.27,0.824,15.499,231.0
FALSE POSITIVE,,417.7,8.8,177.8135,9.76,1.83,0.898,15.234,310.0
CANDIDATE,0.446,124.0,11.9,1.4733245,1.406,1.03,0.921,15.078,1576.0
CONFIRMED,0.665,152.5,10.3,101.952048,5.991,1.31,1.054,13.658,428.0
FALSE POSITIVE,0.0,100.5,10.1,2.41795911,2.727,0.53,0.534,15.121,878.0
FALSE POSITIVE,,520.6,10.8,183.854867,14.996,2.4,1.031,15.448,345.0
CANDIDATE,1.0,205.3,14.9,5.93218209,4.507,1.39,0.977,15.466,1000.0
CANDIDATE,0.967,591.0,10.4,96.384483,5.253,2.41,1.0,15.602,400.0
CANDIDATE,1.0,134.6,9.8,6.05552018,2.818,0.92,0.805,14.772,844.0
CONFIRMED,0.989,78.4,11.4,12.4418003,3.572,0.57,0.662,13.725,576.0
CANDIDATE,0.603,152.0,10.5,54.333582,10.545,1.7,1.221,14.487,513.0
CANDIDATE,1.0,34.3,22.1,4.11754421,4.362,1.02,1.726,10.335,1581.0
FALSE POSITIVE,,165.3,8.4,293.60581,11.07,1.37,1.064,14.279,295.0
FALSE POSITIVE,0.0,14.0,21.8,2.78801663,17.354,0.91,2.206,12.133,2287.0
CONFIRMED,1.0,309.4,12.7,3.94660745,2.705,1.4,0.806,15.923,981.0
FALSE POSITIVE,0.0,99.5,17.5,4.99473798,3.05,0.82,0.819,13.819,917.0
CANDIDATE,1.0,1041.2,15.0,122.749053,8.342,6.13,0.976,15.511,348.0
CANDIDATE,0.985,15.5,13.9,4.37992345,4.949,0.81,1.918,10.438,1608.0
FALSE POSITIVE,,301.8,13.7,368.48518,11.26,1.98,1.096,14.178,283.0
FALSE POSITIVE,,178.7,6.3,169.894419,2.525,2.66,1.961,11.998,492.0
FALSE POSITIVE,0.001,51.8,9.3,26.190289,2.148,1.05,1.441,11.66,793.0
FALSE POSITIVE,,167.1,9.3,203.511886,3.671,2.07,1.565,12.341,442.0
CANDIDATE,0.8,305.4,11.3,3.70858595,1.94,1.33,0.771,15.947,995.0
CANDIDATE,0.998,197.3,11.3,9.4527721,3.817,1.3,0.857,15.58,832.0
CANDIDATE,0.894,194.1,10.3,4.3638313,1.457,1.08,0.763,15.642,976.0
CONFIRMED,1.0,83.2,26.8,6.18943952,2.3316,0.65,0.721,8.717,783.0
CANDIDATE,1.0,187.4,12.1,6.83006228,3.315,1.09,0.8,15.17,882.0
CANDIDATE,0.983,312.2,11.7,17.1622587,4.668,22.42,0.939,14.841,674.0
CANDIDATE,1.0,136.8,11.5,5.19898615,2.359,1.04,0.867,14.652,1035.0
CONFIRMED,0.806,304.1,11.8,8.70179611,3.048,1.37,0.8,15.85,750.0
CANDIDATE,0.988,113.6,11.9,14.74426,8.168,8.1,0.987,13.775,784.0
FALSE POSITIVE,0.0,30.9,26.7,0.933747395,4.798,1.24,2.174,12.877,2596.0
FALSE POSITIVE,0.0,226470.0,106.8,58.873429,17.487,76.18,1.568,14.048,679.0
FALSE POSITIVE,,449.3,5.9,14.1166583,9.12,238.66,2.238,13.572,1205.0
CANDIDATE,0.996,292.0,12.8,35.0175053,3.608,2.13,1.123,14.638,617.0
CONFIRMED,0.995,217.4,17.6,47.3128645,11.444,3.71,1.876,14.553,658.0
FALSE POSITIVE,,93.3,7.4,29.6990126,1.849,1.93,1.961,11.998,880.0
CONFIRMED,0.987,61.1,10.8,6.1082945,3.493,1.06,1.289,13.606,1267.0
FALSE POSITIVE,0.0,115.6,9.0,119.72007,9.48,1.26,1.176,13.59,410.0
FALSE POSITIVE,0.0,19.5,15.2,1.27839331,6.343,0.86,1.918,13.107,2853.0
CONFIRMED,1.0,22.2,13.4,7.545922037,4.0329,0.68,1.376,11.158,1084.0
FALSE POSITIVE,0.0,143.8,18.4,0.58675746,1.508,19.91,0.938,15.509,2157.0
CANDIDATE,1.0,76.9,2.9,22.599501,4.38,0.96,1.087,11.531,734.0
FALSE POSITIVE,,797.8,12.6,373.74856,28.18,4.45,1.137,15.642,287.0
FALSE POSITIVE,,1107.0,11.0,20.8822079,4.556,3.63,1.0,14.945,661.0
CONFIRMED,1.0,111.6,14.4,7.28171395,1.723,2.59,1.806,13.367,1086.0
FALSE POSITIVE,0.0,142.0,11.6,8.0386699,3.549,1.18,0.975,14.999,926.0
CONFIRMED,1.0,617.8,12.7,44.9851885,4.164,2.09,0.8,15.85,433.0
FALSE POSITIVE,0.0,160.9,12.6,6.67410577,3.645,1.62,1.041,15.066,1022.0
FALSE POSITIVE,,610.0,6.0,374.92478,18.05,1.67,0.69,15.822,171.0
CANDIDATE,1.0,267.7,11.7,5.89089509,2.402,1.54,0.942,15.683,985.0
CANDIDATE,0.995,325.3,8.7,4.13029832,2.461,1.44,0.81,15.956,995.0
FALSE POSITIVE,0.002,137.5,13.3,4.60690612,4.176,0.9,0.775,15.069,950.0
FALSE POSITIVE,0.0,86.7,13.4,1.50178705,2.936,0.93,0.987,15.028,1617.0
FALSE POSITIVE,0.0,34.3,31.6,0.499664962,1.6123,0.5,0.855,10.437,2056.0
FALSE POSITIVE,0.0,501.7,16.4,17.4453935,6.39,32.01,1.063,15.954,770.0
CANDIDATE,0.831,125.4,14.2,201.325036,14.4,1.98,1.699,13.174,410.0
CANDIDATE,1.0,236.5,9.5,5.59346375,1.668,1.43,0.933,15.308,1008.0
CANDIDATE,0.97,237.0,9.7,3.44928111,1.424,1.23,0.781,15.144,966.0
FALSE POSITIVE,0.0,84.4,13.3,1.4725859,2.953,0.93,0.999,15.117,1662.0
FALSE POSITIVE,,130.4,14.1,2.97607935,4.606,1.1,0.865,15.331,1144.0
CANDIDATE,0.986,98.2,13.9,37.9043889,11.638,1.97,1.964,13.726,693.0
FALSE POSITIVE,0.0,75.4,10.8,1.44438449,2.704,1.08,1.213,14.815,1980.0
CANDIDATE,0.983,30.4,13.2,6.88297756,2.065,0.77,1.298,11.525,1141.0
CANDIDATE,0.817,96.5,11.9,8.7963166,4.696,1.36,1.0,13.641,882.0
CANDIDATE,1.0,186.1,11.3,2.049602348,1.061,1.08,0.78,15.277,1203.0
CANDIDATE,0.844,158.6,11.0,53.285584,6.492,1.44,1.057,13.98,537.0
CANDIDATE,0.96,28.9,10.7,5.8943338,3.475,0.61,1.145,12.322,1092.0
CANDIDATE,0.809,350.4,8.2,8.119343,3.558,1.5,0.81,15.956,794.0
CONFIRMED,1.0,77.8,24.4,7.74347801,2.7878,0.62,0.721,8.717,727.0
CANDIDATE,0.988,80.8,13.1,18.0071438,5.401,1.05,1.167,13.615,799.0
CONFIRMED,0.997,210.0,11.9,5.60473115,2.885,1.11,0.777,15.683,866.0
FALSE POSITIVE,,9036.0,10.6,132.778041,5.624,10.38,1.0,13.34,357.0
CANDIDATE,0.686,179.2,13.4,2.49915311,1.803,1.02,0.72,15.352,983.0
FALSE POSITIVE,,409.9,10.2,184.568,13.09,1.53,0.75,15.185,282.0
CANDIDATE,0.695,430.8,10.9,105.997107,3.751,1.83,0.831,14.894,373.0
FALSE POSITIVE,0.0,80.2,14.2,2.48882685,3.487,1.05,1.092,14.768,1477.0
FALSE POSITIVE,,146.1,10.7,367.19796,15.92,1.08,0.889,13.592,253.0
CANDIDATE,0.993,40.0,10.7,6.30432354,2.508,1.23,1.836,13.01,1510.0
FALSE POSITIVE,0.003,309.2,11.3,17.6604653,2.837,1.76,0.94,15.768,690.0
CANDIDATE,0.842,228.2,11.5,3.38419892,1.485,1.2,0.795,15.446,1074.0
FALSE POSITIVE,0.842,95.6,10.6,1.69999106,3.289,0.55,0.554,15.928,934.0
CANDIDATE,0.97,58.0,11.7,1.19260017,1.502,0.77,1.013,13.818,1726.0
FALSE POSITIVE,0.0,41.2,7.7,4.2059745,8.006,0.75,1.163,14.734,1263.0
CANDIDATE,0.405,1002.8,14.2,216.456055,11.067,3.61,1.155,15.58,320.0
FALSE POSITIVE,0.0,20.2,15.5,0.566803216,3.325,0.54,1.182,13.449,2642.0
FALSE POSITIVE,,531.0,7.9,365.13981,4.46,1.86,0.815,14.934,228.0
FALSE POSITIVE,0.0,487.4,9.7,37.809539,7.547,1.79,0.82,15.752,483.0
FALSE POSITIVE,,985.0,9.0,381.18654,9.73,2.29,0.734,15.845,193.0
CANDIDATE,0.942,281.7,12.0,12.003678,2.799,0.97,0.594,15.675,503.0
CONFIRMED,1.0,78.7,13.4,5.17624997,5.261,1.31,1.497,14.435,1243.0
FALSE POSITIVE,,344.3,10.5,370.62071,12.58,2.12,1.136,15.045,295.0
FALSE POSITIVE,0.001,158.4,17.3,0.589458602,0.8278,0.98,0.776,15.314,1848.0
CONFIRMED,0.872,116.5,13.5,3.91794676,2.549,0.94,0.87,14.75,1030.0
CANDIDATE,1.0,39.2,7.8,6.0059966,3.096,0.73,1.16,13.549,1130.0
CANDIDATE,0.828,13.6,11.0,4.22426989,4.22,0.35,0.883,11.756,1069.0
CANDIDATE,,740.0,7.3,330.906041,3.846,2.05,0.769,15.77,225.0
CANDIDATE,0.999,43.6,15.1,56.3479517,8.789,1.06,1.471,10.455,586.0
FALSE POSITIVE,,131.6,11.2,0.614701901,0.947,0.82,0.724,15.893,1656.0
FALSE POSITIVE,0.0,12.1,19.8,0.934181579,3.943,0.79,2.152,11.219,3268.0
CANDIDATE,0.939,83.4,12.8,19.9778599,5.96,1.07,1.162,13.52,773.0
FALSE POSITIVE,,82.3,8.0,379.65261,19.04,1.2,1.302,13.223,330.0
CANDIDATE,0.961,196.3,9.9,17.543847,5.948,1.15,0.791,15.388,658.0
CANDIDATE,1.0,50.8,11.8,3.8183717,2.687,1.39,1.692,13.821,1683.0
FALSE POSITIVE,,39.7,11.8,1.215181097,1.295,0.87,1.365,13.516,2230.0
FALSE POSITIVE,,100.5,12.1,21.5324915,4.156,1.47,1.41,13.41,876.0
FALSE POSITIVE,0.0,88.5,14.4,3.74779583,3.157,1.06,1.111,14.416,1324.0
CANDIDATE,0.835,530.9,7.0,9.07829171,0.783,3.69,1.611,14.383,984.0
FALSE POSITIVE,0.0,162.9,12.9,0.91842238,5.664,16.07,0.74,15.899,1525.0
FALSE POSITIVE,,166.7,12.9,373.43233,16.5,1.48,1.141,13.477,290.0
CONFIRMED,1.0,121.4,25.8,9.74048508,1.6993,0.95,0.721,8.717,673.0
FALSE POSITIVE,,460.8,8.8,397.73781,13.08,2.2,1.02,15.548,264.0
FALSE POSITIVE,0.0,78.2,16.4,5.35745121,2.592,1.65,1.86,12.596,1457.0
FALSE POSITIVE,0.0,112.2,25.3,2.16132662,4.487,0.5,0.43,14.751,687.0
CANDIDATE,0.655,233.5,8.5,6.41097179,2.582,1.4,0.933,15.631,886.0
CONFIRMED,0.552,50.9,14.6,6.76289308,6.204,1.21,1.63,13.499,1337.0
