koi_disposition,koi_score,koi_depth,koi_model_snr,koi_period,koi_duration,koi_prad,koi_srad,koi_kepmag,koi_teq
CANDIDATE,0.999,4413.9,196.6,5.007414194,1.3584,8.8,1.042,13.592,1114.0
FALSE POSITIVE,0.0,8052.3,210.9,24.68662378,15.168,48.04,5.132,14.633,1149.0
CONFIRMED,1.0,7320.0,124.4,98.7179332,6.593,6.99,0.786,15.7,360.0
CONFIRMED,0.933,5904.3,111.3,71.52543938,5.9189,5.76,0.778,14.521,340.0
CANDIDATE,1.0,725.4,47.5,17.50441726,4.2585,3.56,1.329,13.926,824.0
CONFIRMED,1.0,10184.0,1654.9,1.72086129,2.0243,13.25,1.215,14.309,1647.0
CONFIRMED,0.359,580.0,47.7,56.4349933,4.7381,2.37,1.001,13.668,465.0
CONFIRMED,1.0,649.2,36.0,33.7888028,5.496,2.71,1.062,13.631,611.0
CONFIRMED,1.0,158.0,53.3,3.215109385,4.365,1.54,0.934,13.405,1155.0
CONFIRMED,0.998,80.7,40.8,3.29276797,4.8069,1.39,1.472,12.727,1458.0
CONFIRMED,0.999,199.2,62.5,13.72710334,7.3419,2.38,1.693,12.119,1005.0
CONFIRMED,0.998,184.4,48.9,24.3110031,8.7682,2.3,1.693,12.119,831.0
CONFIRMED,0.896,238.5,50.5,44.4304059,10.306,2.61,1.693,12.119,680.0
CONFIRMED,0.996,81.7,29.4,9.34145925,6.18,1.56,1.693,12.119,1143.0
CONFIRMED,1.0,287.3,27.5,4.97760447,2.5719,1.75,1.023,14.531,1023.0
CONFIRMED,0.974,176.7,12.5,21.1285655,3.852,2.88,2.153,13.127,935.0
FALSE POSITIVE,0.0,263.8,10.9,24.4851178,4.642,7.14,2.995,10.8,1179.0
CONFIRMED,0.992,286.7,19.4,7.51854537,2.845,1.42,0.864,14.711,784.0
CANDIDATE,0.936,547.1,35.7,86.7490807,9.179,2.23,0.97,13.82,398.0
CONFIRMED,0.879,350.3,37.5,25.96190067,6.2732,3.25,1.729,13.2,850.0
CONFIRMED,0.999,5128.7,103.7,130.3543929,6.474,7.7,1.015,15.254,369.0
CONFIRMED,1.0,10570.0,1853.8,1.855557556,2.35672,10.05,0.947,14.465,1436.0
CANDIDATE,1.0,3876.1,190.4,3.261759866,1.7593,8.01,0.945,15.28,1262.0
FALSE POSITIVE,0.003,4843.0,32.0,3.364425589,1.3261,56.83,0.775,15.337,1106.0
CONFIRMED,1.0,908.0,118.8,16.78175788,3.7386,2.25,0.742,12.971,545.0
CONFIRMED,1.0,1362.2,40.6,105.3035093,6.214,3.18,0.875,14.986,351.0
CONFIRMED,1.0,495.1,43.7,2.549562652,1.6999,1.11,0.506,15.018,682.0
CONFIRMED,1.0,1110.0,37.0,13.96950181,1.5871,2.04,0.506,15.018,387.0
CONFIRMED,1.0,430.0,29.3,5.21230171,2.098,1.04,0.506,15.018,537.0
CONFIRMED,1.0,1287.2,42.6,17.76076524,1.6679,1.93,0.516,15.22,368.0
CONFIRMED,0.982,194.2,14.6,10.55840479,3.366,1.41,1.023,14.531,796.0
CANDIDATE,0.0,8091.0,263.5,20.92735802,3.4256,17.36,1.109,14.877,735.0
CONFIRMED,0.967,193.2,17.1,6.98800953,3.103,1.39,1.023,14.531,914.0
CONFIRMED,0.944,322.7,15.9,22.8245144,6.617,3.36,1.846,12.345,946.0
CONFIRMED,0.999,845.6,39.7,49.1011093,6.341,3.28,1.11,15.041,498.0
CONFIRMED,0.989,130.0,25.2,7.05675145,2.0261,1.68,1.402,12.556,1196.0
CONFIRMED,0.996,767.7,27.0,34.8536903,5.333,2.4,0.848,14.876,522.0
CONFIRMED,1.0,191.0,30.0,2.41434868,1.2701,0.97,0.724,13.156,953.0
FALSE POSITIVE,0.998,704.5,42.6,2.466070972,1.9559,24.3,0.884,15.601,1260.0
CONFIRMED,1.0,257.0,39.8,4.30656389,4.1107,1.95,1.03,14.136,1177.0
FALSE POSITIVE,0.0,3732.9,183.3,12.964717746,1.8303,39.93,1.033,14.384,834.0
FALSE POSITIVE,0.46,11974.0,36.2,1.731079436,1.8419,56.05,0.955,15.505,1541.0
CONFIRMED,1.0,3387.4,159.2,7.794302043,1.1081,16.51,0.982,12.394,882.0
CONFIRMED,1.0,1355.9,16.5,14.5324483,3.13,3.11,0.86,14.625,664.0
CONFIRMED,1.0,601.2,59.5,5.248667607,1.917,2.84,1.012,13.345,1056.0
CONFIRMED,1.0,746.0,44.3,7.96431492,1.5342,2.44,0.91,14.425,805.0
CONFIRMED,0.998,1257.5,43.3,92.7297248,6.83,2.81,0.675,14.897,276.0
CONFIRMED,1.0,20824.0,1176.6,1.485710994,2.2874,14.48,1.018,14.141,1562.0
CANDIDATE,1.0,2212.3,38.7,30.5231459,2.7286,11.26,0.79,15.841,506.0
CONFIRMED,0.989,2138.0,43.4,71.3116598,8.813,4.94,1.069,15.674,475.0
CANDIDATE,1.0,864.5,40.1,28.78270955,3.451,2.11,0.745,14.649,443.0
FALSE POSITIVE,0.0,3596.2,44.9,15.44428875,2.0791,37.58,0.991,15.838,731.0
CONFIRMED,0.972,388.2,89.3,1.411230023,1.4325,1.71,0.737,13.59,1164.0
CONFIRMED,1.0,862.8,53.4,96.9151707,6.065,2.37,0.791,14.031,325.0
CONFIRMED,1.0,729.6,25.3,13.47472742,2.5995,1.96,0.734,15.164,634.0
CONFIRMED,1.0,172.1,11.6,2.29503515,1.654,1.18,0.909,13.09,1304.0
CONFIRMED,1.0,483.3,24.7,27.495634,4.858,2.11,0.911,14.55,590.0
CONFIRMED,1.0,889.4,34.2,14.08826442,4.1847,2.66,0.895,15.624,724.0
CONFIRMED,0.999,21340.0,1315.8,3.905081685,2.8213,12.78,0.887,15.127,1046.0
CONFIRMED,0.996,1283.2,42.1,110.9643706,12.831,2.11,0.546,15.498,239.0
CANDIDATE,1.0,798.1,50.3,4.539297295,1.9455,2.34,0.724,13.26,830.0
CONFIRMED,1.0,825.0,43.1,6.94135824,1.8899,2.96,0.88,13.828,876.0
CONFIRMED,0.99,10458.0,871.4,17.276296682,3.94738,7.31,0.738,14.018,538.0
CONFIRMED,1.0,570.2,21.6,31.7821117,3.856,2.08,0.88,13.828,528.0
CONFIRMED,1.0,341.6,25.6,4.36273233,2.2375,1.76,0.88,13.828,1023.0
CONFIRMED,1.0,1251.5,41.2,18.6848377,3.7965,1.93,0.545,15.434,402.0
CONFIRMED,1.0,505.5,20.6,7.41634701,2.1362,1.24,0.545,15.434,547.0
CONFIRMED,1.0,457.9,38.8,9.91724268,3.2241,2.85,1.207,14.498,903.0
CONFIRMED,0.854,1895.4,40.1,82.5341188,4.8556,2.45,0.58,15.187,260.0
CONFIRMED,1.0,343.6,35.1,20.16037858,4.13,1.75,0.724,13.389,510.0
CONFIRMED,1.0,884.7,32.7,10.99470891,1.5929,1.71,0.586,15.389,512.0
CANDIDATE,,,,6.73679732,2.36,,,15.389,
CANDIDATE,0.998,7690.0,190.1,124.03589939,4.8472,11.13,1.28,14.989,413.0
FALSE POSITIVE,0.0,189.5,41.2,1.194812329,1.3777,1.36,0.97,14.029,1806.0
CONFIRMED,1.0,1122.1,43.5,10.84969477,3.474,2.67,0.778,15.409,676.0
CONFIRMED,1.0,499.3,23.3,12.18420006,2.5014,2.59,1.068,13.982,819.0
CONFIRMED,1.0,558.4,27.2,3.76417012,2.0111,1.7,0.728,15.484,908.0
CONFIRMED,1.0,412.1,8.9,5.92972237,2.518,1.92,0.956,14.746,972.0
CONFIRMED,1.0,402.7,6.8,12.2476121,3.209,1.9,0.956,14.746,763.0
CONFIRMED,0.999,621.9,27.7,13.59051547,3.784,2.4,0.974,15.15,724.0
CONFIRMED,0.99,539.8,37.5,46.8776724,10.041,2.62,0.993,14.632,484.0
CONFIRMED,0.972,868.3,43.5,89.1935737,4.0104,3.81,1.295,12.487,483.0
CONFIRMED,0.371,398.7,62.2,13.09390911,2.2805,2.2,0.956,12.706,752.0
CONFIRMED,0.404,225.5,65.6,4.915385452,2.7757,1.46,0.956,12.706,1042.0
FALSE POSITIVE,0.0,1604.9,118.9,87.455958,18.257,70.11,2.111,13.36,728.0
FALSE POSITIVE,0.0,1384.3,329.7,0.805259257,1.42246,63.55,2.022,13.742,2723.0
CONFIRMED,1.0,585.4,54.1,9.76785911,2.1649,2.54,0.852,13.766,749.0
CONFIRMED,1.0,436.1,39.3,40.80957343,3.158,3.44,1.3,12.988,623.0
CONFIRMED,1.0,3157.4,48.5,22.08551599,2.1727,3.34,0.565,15.967,352.0
CONFIRMED,1.0,578.4,83.7,1.151166776,1.0907,1.28,0.535,14.44,957.0
FALSE POSITIVE,0.269,14523.0,1765.2,4.693305543,5.17249,17.85,1.47,12.291,1389.0
CONFIRMED,1.0,6998.2,775.0,3.246732048,3.0535,12.4,1.457,14.678,1459.0
FALSE POSITIVE,0.0,194.8,17.7,8.3606759,6.287,1.49,1.068,13.982,929.0
CONFIRMED,0.992,886.3,36.1,62.1385979,4.2938,5.14,1.621,14.52,524.0
CANDIDATE,,167.7,6.1,17.1181036,1.29,1.22,0.929,14.52,654.0
CANDIDATE,1.0,559.5,38.1,8.29482811,2.7437,2.76,0.939,14.469,876.0
FALSE POSITIVE,0.0,1492.8,30.6,26.635216,5.949,27.64,0.882,15.551,536.0
CONFIRMED,1.0,391.2,43.5,17.84850835,5.8919,3.29,1.465,13.781,888.0
CONFIRMED,0.998,362.2,38.1,26.1363443,6.613,2.8,1.465,13.781,782.0
CONFIRMED,0.996,143.3,19.9,11.1895709,5.3,1.81,1.465,13.781,1037.0
CONFIRMED,1.0,211.0,22.5,2.757977384,2.1489,1.69,1.0,13.263,1332.0
FALSE POSITIVE,0.0,51256.0,1281.9,18.692860599,3.88584,14.81,0.66,16.147,528.0
CONFIRMED,1.0,501.4,54.0,14.80075082,5.762,17.38,7.663,12.538,1912.0
CONFIRMED,1.0,794.6,94.6,3.126861192,1.1926,5.12,1.749,13.884,1391.0
FALSE POSITIVE,0.0,17860.0,335.2,87.24250316,4.1206,15.86,0.955,14.288,390.0
CANDIDATE,1.0,2958.0,72.0,10.240611361,0.9617,3.9,0.64,15.408,656.0
CONFIRMED,1.0,818.4,43.1,16.87725775,3.7917,2.54,0.872,14.101,642.0
CONFIRMED,1.0,523.9,20.8,12.05705659,2.3462,1.96,0.834,13.576,689.0
CONFIRMED,1.0,1160.2,42.1,28.26727385,4.5839,2.93,0.886,14.907,517.0
CONFIRMED,1.0,314.4,37.1,3.770590654,2.029,2.13,1.208,14.668,1272.0
CONFIRMED,0.999,69.5,31.7,2.7073064,3.4378,1.36,1.629,11.894,1709.0
CANDIDATE,0.011,2407.5,61.2,23.11707222,3.9948,4.37,0.796,15.462,548.0
CANDIDATE,0.989,451.4,16.7,4.77502117,1.7087,1.73,0.796,15.462,926.0
CONFIRMED,0.894,2053.2,33.6,66.4159789,7.061,3.44,0.759,15.983,376.0
CONFIRMED,0.997,294.1,34.6,8.0103929,4.2713,1.88,1.111,14.601,940.0
CANDIDATE,1.0,4921.1,391.2,5.69590202,3.5661,6.61,0.94,14.858,1043.0
CONFIRMED,0.967,324.0,24.4,27.6666375,6.315,2.04,1.111,14.601,622.0
CONFIRMED,1.0,116.0,16.0,5.19559398,3.748,1.18,1.111,14.601,1085.0
CONFIRMED,0.998,1455.6,29.8,57.2488518,6.083,3.19,0.846,15.99,431.0
CONFIRMED,1.0,1028.8,23.2,37.0551726,5.439,3.19,0.846,15.99,498.0
CONFIRMED,1.0,300.4,17.5,16.33269981,2.174,1.61,0.772,12.957,591.0
CONFIRMED,1.0,147.7,13.6,10.05550267,2.951,0.92,0.772,12.957,694.0
CONFIRMED,1.0,637.3,24.2,9.30413878,1.9254,1.67,0.658,14.796,583.0
CONFIRMED,1.0,358.5,47.9,4.33722007,2.4973,1.63,0.876,13.53,996.0
CONFIRMED,0.973,124.4,22.3,1.653889476,1.7242,0.97,0.876,13.53,1373.0
CONFIRMED,1.0,659.9,70.6,150.8783198,8.6797,4.37,1.737,12.443,423.0
CONFIRMED,1.0,191.8,77.4,3.553831111,3.1029,1.62,1.081,12.722,1292.0
CONFIRMED,1.0,146.3,76.1,1.6783263,2.5123,1.57,1.081,12.722,1659.0
CONFIRMED,1.0,366.8,37.8,5.65378163,1.9483,1.82,0.934,14.377,1020.0
CONFIRMED,1.0,186.3,32.1,5.99185827,1.7215,2.75,1.695,12.239,1355.0
CONFIRMED,0.978,886.0,46.1,120.0183551,11.637,4.54,1.467,13.256,473.0
CONFIRMED,1.0,863.4,37.5,14.30517579,4.535,3.05,0.846,15.338,693.0
CONFIRMED,0.976,363.6,18.2,9.18189122,4.343,2.17,0.846,15.338,804.0
CANDIDATE,0.992,155.5,8.4,2.64622742,1.407,0.99,0.787,15.498,1082.0
CONFIRMED,1.0,1052.6,38.0,2.935362067,1.5043,3.15,0.823,15.622,1022.0
CONFIRMED,0.999,134.2,21.8,13.53953595,4.389,2.32,1.997,13.628,1079.0
CONFIRMED,1.0,298.8,22.0,22.7082375,3.503,1.72,0.992,14.574,677.0
CONFIRMED,0.996,490.8,23.5,7.97033985,2.6675,1.81,0.818,15.833,839.0
FALSE POSITIVE,0.0,226.3,14.7,5.33459393,2.642,0.79,0.533,14.853,627.0
CONFIRMED,1.0,834.0,21.8,8.49640437,2.2128,2.14,0.709,15.888,702.0
CONFIRMED,0.998,560.5,21.3,66.1843646,5.155,2.72,0.978,14.862,436.0
CONFIRMED,1.0,287.5,20.4,2.032318856,1.1596,1.12,0.682,15.13,1011.0
CANDIDATE,,,,65.18703725,5.44,,,15.13,
CONFIRMED,0.997,180.6,22.3,3.62275506,2.7868,1.62,1.216,14.762,1304.0
CONFIRMED,0.998,360.5,23.9,2.892216772,1.3596,1.31,0.615,15.068,794.0
CONFIRMED,0.996,1583.0,20.2,187.746606,5.885,2.95,0.753,15.206,267.0
CONFIRMED,0.999,152.0,26.5,2.543063763,2.8473,1.26,1.029,14.736,1319.0
CONFIRMED,1.0,1134.3,113.7,3.177414601,1.5262,2.65,0.708,14.708,997.0
CONFIRMED,1.0,466.9,45.5,2.168451063,1.458,2.41,1.109,15.141,1558.0
CONFIRMED,0.999,286.4,22.4,37.8154157,4.662,1.21,0.705,12.879,401.0
CONFIRMED,0.0,224.9,15.4,53.5783052,5.194,1.16,0.705,12.879,357.0
CANDIDATE,0.973,781.8,23.4,6.69332825,2.311,2.44,0.637,15.673,609.0
CONFIRMED,0.993,825.2,16.3,33.1362861,4.163,2.05,0.637,15.673,357.0
CONFIRMED,0.993,382.2,10.5,7.72513619,2.042,1.71,0.637,15.673,581.0
CONFIRMED,1.0,1198.6,31.2,10.71253475,2.7186,2.02,0.544,15.813,485.0
CONFIRMED,1.0,578.3,24.1,32.5635249,5.418,2.05,0.859,15.48,490.0
CONFIRMED,1.0,665.8,19.4,12.19140405,1.8832,2.46,0.967,15.364,763.0
CONFIRMED,1.0,60.5,25.8,6.11784972,3.458,1.05,1.333,12.168,1211.0
CONFIRMED,0.997,206.0,27.3,3.97599629,2.2029,1.11,0.778,14.11,936.0
CONFIRMED,1.0,274.1,21.4,7.68478504,2.447,1.47,0.907,14.776,830.0
FALSE POSITIVE,0.013,101.6,20.4,0.990516282,2.019,3.52,2.399,13.405,2841.0
CONFIRMED,1.0,97.9,23.4,15.0447098,5.823,1.51,1.525,13.037,931.0
CANDIDATE,0.056,439.6,20.9,29.0726293,2.516,2.32,1.042,14.409,614.0
CONFIRMED,0.999,234.8,21.7,1.118547814,1.5534,0.98,0.658,15.793,1174.0
CONFIRMED,1.0,161.6,25.4,6.42199919,2.6192,1.25,0.981,13.862,1000.0
CONFIRMED,1.0,430.8,18.9,9.75374033,2.348,1.87,0.899,15.158,813.0
CONFIRMED,0.979,715.5,20.7,81.3153052,5.807,2.55,0.975,15.111,393.0
CONFIRMED,0.998,692.3,34.7,51.3283527,9.357,3.06,1.119,14.955,546.0
CONFIRMED,1.0,383.7,22.8,19.7919389,3.787,2.58,1.039,14.09,736.0
CONFIRMED,0.989,254.1,39.2,26.8475962,10.068,3.2,1.988,12.848,800.0
CONFIRMED,1.0,791.0,22.6,62.8917493,6.831,2.5,0.855,15.481,384.0
CONFIRMED,0.998,944.9,27.3,14.87149773,2.4076,1.59,0.524,15.673,391.0
CONFIRMED,0.992,613.1,27.0,2.732767897,1.1102,1.42,0.524,15.673,687.0
FALSE POSITIVE,0.0,5448.7,83.7,119.8401019,3.6796,26.96,0.675,14.945,255.0
CONFIRMED,1.0,797.9,108.6,9.61375316,4.654,3.27,1.11,14.283,931.0
CANDIDATE,,122.0,2.7,6.6254781,2.358,0.9,0.832,14.11,828.0
CONFIRMED,0.962,309.5,26.5,29.9685917,6.678,1.91,1.076,14.456,644.0
CONFIRMED,0.999,341.9,20.4,33.2407985,4.675,1.51,0.827,14.477,486.0
FALSE POSITIVE,0.0,103.2,25.9,2.97600846,4.274,2.27,2.088,13.4,1892.0
CONFIRMED,0.991,292.5,21.4,15.18727049,4.509,1.94,1.005,14.724,789.0
CONFIRMED,0.999,689.1,23.8,28.6853212,6.307,2.69,0.838,15.658,547.0
CONFIRMED,0.15,297.4,50.9,0.588001053,1.1451,0.99,0.57,14.934,1188.0
CONFIRMED,0.99,747.7,20.8,85.7357202,7.625,2.94,1.077,15.301,448.0
CONFIRMED,1.0,300.5,23.6,1.078389713,1.3394,1.98,0.985,15.143,1667.0
CONFIRMED,0.998,76.3,20.9,5.03728033,2.0619,1.55,1.381,12.189,1321.0
CONFIRMED,1.0,234.9,27.0,3.289726319,2.3274,1.37,0.91,14.866,1116.0
CONFIRMED,1.0,402.0,23.8,7.18644594,1.4972,2.19,0.91,14.866,860.0
CONFIRMED,1.0,1093.7,34.3,15.94248453,3.4894,2.62,0.806,15.886,616.0
CONFIRMED,1.0,1004.5,43.9,41.0081117,4.376,2.64,0.708,14.708,425.0
CONFIRMED,0.99,441.5,22.7,11.55562042,1.6758,2.11,0.85,14.816,703.0
CONFIRMED,1.0,342.1,12.0,12.2885046,2.807,3.22,1.671,14.414,913.0
CONFIRMED,0.969,850.2,26.4,17.13263125,3.0555,2.31,0.794,15.842,611.0
CONFIRMED,1.0,401.6,19.7,19.0231361,3.431,2.04,0.954,15.198,647.0
CONFIRMED,1.0,207.1,20.0,4.57948235,3.106,1.35,0.954,15.198,1040.0
CONFIRMED,1.0,491.1,25.2,1.003931703,1.4361,1.6,0.741,15.942,1419.0
FALSE POSITIVE,0.0,389.5,36.4,0.614083885,0.9817,2.55,1.276,15.177,2603.0
CONFIRMED,0.998,879.6,23.7,55.8224775,5.457,2.13,0.736,15.624,379.0
CANDIDATE,0.036,26.6,31.2,1.34145255,7.502,1.31,2.389,12.783,3015.0
CONFIRMED,0.999,59.7,11.8,6.11010439,2.314,0.93,1.195,12.716,1125.0
CONFIRMED,0.007,1321.9,167.3,4.286866229,4.4726,4.14,1.049,14.982,1217.0
CONFIRMED,1.0,352.8,19.2,10.27380957,3.252,1.68,0.899,14.909,799.0
CONFIRMED,1.0,48.9,24.5,13.39155154,3.391,1.58,2.188,10.421,1180.0
CONFIRMED,1.0,39.5,32.2,5.62904396,3.7295,1.39,2.188,10.421,1576.0
CONFIRMED,1.0,37.3,18.2,8.2562857,2.0378,1.49,2.188,10.421,1387.0
CONFIRMED,1.0,872.2,28.3,12.33087921,3.0664,2.34,0.806,15.886,671.0
CONFIRMED,1.0,684.0,31.9,4.421566535,2.1229,2.19,0.697,15.18,729.0
CONFIRMED,0.999,1313.1,32.7,15.72585941,3.8284,2.69,0.755,16.144,602.0
CONFIRMED,1.0,200.0,40.5,1.252753881,2.1472,2.44,1.705,14.69,2199.0
CONFIRMED,1.0,699.9,21.3,13.36019864,2.788,1.84,0.688,15.637,520.0
CONFIRMED,0.978,367.1,26.5,76.957056,9.551,2.09,1.041,14.353,451.0
CANDIDATE,1.0,1211.8,33.2,14.97974335,4.126,3.79,0.853,15.549,620.0
CANDIDATE,,86.6,6.8,6.7445683,3.813,0.86,0.923,15.319,983.0
CANDIDATE,0.975,1825.9,32.2,33.35859852,2.286,4.44,0.799,15.253,459.0
CONFIRMED,1.0,460.2,21.1,8.84784273,2.0572,1.15,0.552,14.911,479.0
CONFIRMED,0.999,988.4,24.1,9.98970266,3.7,2.48,0.81,15.909,705.0
CONFIRMED,1.0,634.4,70.9,5.63252508,2.1448,2.04,0.804,14.353,844.0
CONFIRMED,1.0,166.0,27.1,1.442592305,2.9698,2.67,2.043,11.558,2700.0
CONFIRMED,0.997,246.8,24.5,14.17222858,2.6297,2.39,1.314,13.776,873.0
CONFIRMED,0.991,81.0,17.7,4.92031063,4.046,1.18,1.314,13.776,1242.0
CONFIRMED,0.973,411.9,31.8,56.4931698,8.704,4.43,2.046,13.524,681.0
CONFIRMED,1.0,765.2,75.3,13.82142084,3.985,2.2,0.651,14.139,560.0
FALSE POSITIVE,0.006,136.4,18.9,2.30367952,3.0898,1.3,0.865,15.206,1384.0
CONFIRMED,1.0,413.3,20.7,5.78387049,1.3966,2.07,1.012,15.049,1051.0
CONFIRMED,0.997,771.8,17.7,11.08507658,1.751,2.5,0.793,15.938,665.0
CONFIRMED,1.0,242.1,38.2,0.571038347,1.1267,1.65,0.886,14.098,1897.0
CONFIRMED,1.0,239.6,22.3,8.77425786,2.2245,1.75,0.905,13.714,771.0
CONFIRMED,0.0,294.8,21.5,4.51005082,2.1533,1.74,1.032,14.979,1063.0
CONFIRMED,1.0,427.4,31.0,37.6468519,6.344,5.37,2.652,14.288,787.0
CONFIRMED,1.0,533.8,26.6,29.4557841,3.451,2.19,0.949,14.385,598.0
CONFIRMED,1.0,2232.1,304.6,12.466004437,5.0066,5.65,1.191,14.247,897.0
CONFIRMED,1.0,587.0,34.6,2.361724472,1.2167,1.53,0.651,15.658,922.0
CONFIRMED,0.991,293.7,24.0,34.7630543,4.309,1.75,0.95,13.865,554.0
CONFIRMED,0.998,305.4,26.9,20.0545282,7.173,2.63,1.209,14.881,755.0
CONFIRMED,1.0,325.4,20.1,3.17059731,1.6686,1.69,0.843,15.353,1080.0
CONFIRMED,1.0,287.6,25.5,27.0142622,5.385,2.0,1.184,13.86,677.0
CONFIRMED,0.998,155.3,16.0,12.50945798,3.479,1.54,1.184,13.86,875.0
CONFIRMED,1.0,1164.4,23.7,26.0203329,4.965,4.53,1.244,15.889,675.0
CONFIRMED,0.995,109.6,28.7,0.769854899,1.0243,0.93,0.822,13.829,1650.0
CONFIRMED,1.0,214.4,22.4,6.89226333,2.4921,2.13,1.463,14.207,1156.0
CONFIRMED,0.999,318.2,16.9,8.07127043,2.393,1.53,0.853,15.553,856.0
CONFIRMED,1.0,545.7,22.0,11.01819178,4.635,2.64,0.969,15.832,840.0
CONFIRMED,0.982,301.4,23.2,30.9505927,5.394,1.51,0.651,14.139,428.0
CANDIDATE,,191.4,6.4,6.3143447,2.796,1.34,0.969,15.832,1012.0
CANDIDATE,0.984,495.8,19.1,78.7327023,5.041,7.76,2.763,13.003,761.0
FALSE POSITIVE,0.0,907.6,65.2,3.979867514,2.3607,26.5,0.973,14.782,1173.0
CANDIDATE,0.992,354.8,18.1,42.3375799,4.924,1.45,0.581,14.275,311.0
CONFIRMED,1.0,570.1,25.9,23.3593589,5.389,2.98,1.009,15.347,684.0
CONFIRMED,1.0,1130.7,30.4,9.69310837,2.734,2.12,0.618,15.914,609.0
FALSE POSITIVE,0.0,1540.3,26.3,24.2598301,3.897,25.42,0.805,15.962,547.0
FALSE POSITIVE,0.0,771.5,25.0,116.5214317,5.577,44.41,1.411,13.806,457.0
CONFIRMED,1.0,173.5,34.8,0.813166357,1.4122,1.14,0.887,14.113,1693.0
CONFIRMED,0.989,189.6,20.7,10.86062378,2.2874,2.09,1.496,13.957,1108.0
CONFIRMED,1.0,1041.7,18.0,24.08632177,2.236,2.78,0.768,15.464,500.0
CANDIDATE,0.999,286.5,24.8,1.834277283,1.7499,1.64,0.958,15.198,1459.0
FALSE POSITIVE,0.0,616.5,20.9,17.40208965,3.745,16.37,0.615,15.245,422.0
CONFIRMED,1.0,1032.9,24.0,37.9456138,4.093,2.79,0.865,15.939,515.0
FALSE POSITIVE,0.0,309490.0,2036.3,1.141877248,4.33931,88.62,1.368,13.418,2184.0
FALSE POSITIVE,0.0,3522.5,141.4,5.77675928,6.789,32.77,0.875,14.572,954.0
CONFIRMED,1.0,532.6,21.5,24.1738244,3.056,2.21,0.968,15.056,595.0
CONFIRMED,1.0,712.7,25.7,5.186737262,0.8023,2.4,0.777,14.988,860.0
CANDIDATE,1.0,269.6,32.6,1.151244686,1.272,40.32,0.921,14.519,1756.0
CONFIRMED,1.0,459.8,26.5,1.217000383,1.3285,1.58,0.757,15.975,1314.0
CONFIRMED,0.997,179.6,17.0,13.6823798,4.153,1.43,1.026,14.5,802.0
CANDIDATE,0.999,223.3,20.7,2.42088277,2.812,2.27,1.53,15.61,1616.0
CONFIRMED,1.0,286.3,27.0,8.79618433,3.3781,1.77,1.046,15.159,938.0
CONFIRMED,1.0,871.5,19.5,16.85592593,2.309,1.7,0.587,15.661,408.0
CONFIRMED,1.0,349.4,26.8,14.36270451,4.564,2.31,1.216,14.612,918.0
CONFIRMED,0.999,548.4,21.9,69.8956789,5.276,3.04,1.104,14.552,442.0
CONFIRMED,0.059,396.8,63.6,6.24667547,11.261,14.93,6.221,12.495,1902.0
CONFIRMED,1.0,58.9,21.9,2.344512589,1.4116,0.97,1.132,12.589,1471.0
CONFIRMED,1.0,364.8,65.6,5.766165573,3.8314,2.27,1.191,14.247,1159.0
CONFIRMED,0.988,186.7,24.7,18.3027235,8.262,2.72,1.839,14.31,902.0
CONFIRMED,0.999,402.2,23.7,2.888904439,1.6043,1.68,0.759,15.195,976.0
CONFIRMED,1.0,440.3,28.3,17.14648756,4.2354,3.64,1.412,14.941,811.0
CONFIRMED,0.199,128.5,18.1,16.09227518,2.1072,0.98,0.67,12.485,503.0
CANDIDATE,0.997,961.1,20.3,38.103908,3.837,4.08,0.771,15.469,456.0
CONFIRMED,0.944,325.0,21.1,62.7843981,4.81,2.28,1.26,13.358,530.0
CONFIRMED,0.97,704.8,22.6,91.500873,4.842,1.82,0.706,14.447,310.0
CONFIRMED,0.985,797.9,23.2,44.2993483,4.298,2.68,0.915,15.115,463.0
CONFIRMED,0.999,174.1,20.2,3.13877646,1.6663,0.97,0.722,14.364,1022.0
CANDIDATE,0.305,334.9,20.1,5.24242029,6.413,3.86,1.829,15.83,1367.0
CONFIRMED,0.998,269.7,21.0,35.9682692,2.839,2.95,1.529,13.848,674.0
CONFIRMED,0.998,110.1,21.6,25.3690868,4.746,1.67,1.406,12.476,755.0
CONFIRMED,0.999,82.0,17.3,6.89213244,1.725,1.35,1.446,12.618,1177.0
CONFIRMED,0.912,507.9,23.8,42.3006282,4.372,2.54,1.129,14.766,558.0
FALSE POSITIVE,0.0,2482.1,303.7,0.838597429,1.68668,44.67,1.236,14.784,2278.0
CONFIRMED,0.979,375.5,36.2,55.1866213,9.133,2.47,1.267,13.573,568.0
FALSE POSITIVE,0.0,197.6,26.2,1.728528176,3.682,5.07,3.279,12.99,2720.0
CONFIRMED,0.997,265.4,24.9,14.97436238,2.4461,1.28,0.8,13.747,631.0
CONFIRMED,1.0,349.2,23.9,3.97076603,1.814,1.6,0.778,15.443,958.0
CONFIRMED,0.994,318.6,20.4,2.352273912,1.7389,1.29,0.748,15.848,1019.0
FALSE POSITIVE,0.0,348.0,90.4,22.0425953,61.2018,28.78,1.26,12.999,760.0
CONFIRMED,1.0,615.1,18.2,23.34036251,2.054,2.21,0.892,15.23,601.0
CANDIDATE,1.0,678.1,20.2,37.8034121,4.641,2.95,0.819,15.191,460.0
CONFIRMED,1.0,374.9,22.2,15.03366411,3.272,1.7,0.891,14.837,669.0
